date,channel,spend,impressions,clicks,conversions,revenue
2025-01-28,Email Marketing,319.36,32646,1795,141,8590.97
2025-01-28,Affiliate Partners,500.73,58761,2496,122,11401.63
2025-01-29,Google Ads,1707.04,112070,8718,491,63718.46
2025-01-29,Meta Ads,1103.71,56124,4388,150,13046.64
2025-01-29,LinkedIn Ads,835.85,46110,2454,61,15797.9
2025-01-29,Email Marketing,300.76,35444,1821,151,8907.1
2025-01-29,Affiliate Partners,774.14,63338,3651,220,19109.03
2025-01-30,Google Ads,1787.78,162512,12037,689,89961.08
2025-01-30,Meta Ads,1725.55,119782,3747,164,14966.21
2025-01-30,LinkedIn Ads,670.67,55302,2278,73,18698.69
2025-01-30,Email Marketing,254.45,30078,2381,180,16389.1
2025-01-30,Affiliate Partners,618.05,61107,3187,202,14817.58
2025-01-31,Google Ads,1785.13,174819,5202,247,30738.81
2025-01-31,Meta Ads,1061.54,120766,8375,354,32907.62
2025-01-31,LinkedIn Ads,588.76,67879,4884,129,35539.42
2025-01-31,Email Marketing,409.89,21791,470,40,2914.38
2025-01-31,Affiliate Partners,741.53,88323,2563,165,10644.5
2025-02-01,Google Ads,1359.25,124492,5334,277,40757.67
2025-02-01,Meta Ads,1172.51,92672,3373,131,10124.4
2025-02-01,LinkedIn Ads,998.05,53841,3870,84,19627.06
2025-02-01,Email Marketing,300.31,31181,2391,181,11664.07
2025-02-01,Affiliate Partners,605.64,66302,2310,122,9788.58
2025-02-02,Google Ads,1179.71,137771,7766,423,45000.29
2025-02-02,Meta Ads,1165.83,76950,4640,220,21485.61
2025-02-02,LinkedIn Ads,554.54,32135,1937,58,13927.68
2025-02-02,Email Marketing,376.66,32551,2159,181,9705.4
2025-02-02,Affiliate Partners,741.52,65723,3526,227,18745.11
2025-02-03,Google Ads,1520.26,169304,7484,394,40332.24
2025-02-03,Meta Ads,1354.89,134521,4409,156,15437.51
2025-02-03,LinkedIn Ads,1018.98,60676,1266,25,6423.7
2025-02-03,Email Marketing,363.51,28156,1302,95,7858.65
2025-02-03,Affiliate Partners,388.95,44064,1802,97,8563.6
2025-02-04,Google Ads,1950.71,151683,8695,461,50501.82
2025-02-04,Meta Ads,1217.78,134401,10345,443,41600.64
2025-02-04,LinkedIn Ads,527.46,43325,3414,76,17850.25
2025-02-04,Email Marketing,296.67,25063,995,69,5191.89
2025-02-04,Affiliate Partners,443.46,24528,680,35,2850.06
2025-02-05,Google Ads,1700.9,100290,2919,142,18486.57
2025-02-05,Meta Ads,1287.98,80797,3291,126,10717.34
2025-02-05,LinkedIn Ads,649.62,73260,3548,101,25757.61
2025-02-05,Email Marketing,240.86,15284,343,27,2080.05
2025-02-05,Affiliate Partners,660.49,40834,1499,78,7125.44
2025-02-06,Google Ads,1467.89,94595,3959,210,21997.45
2025-02-06,Meta Ads,951.54,81108,4981,193,17256.21
2025-02-06,LinkedIn Ads,688.04,76476,5754,139,35446.1
2025-02-06,Email Marketing,312.84,16979,621,54,4656.23
2025-02-06,Affiliate Partners,673.7,42386,1380,73,6521.17
2025-02-07,Google Ads,1727.25,131155,6435,364,45791.97
2025-02-07,Meta Ads,836.35,68896,4467,203,24397.36
2025-02-07,LinkedIn Ads,1018.7,53550,1882,56,14209.42
2025-02-07,Email Marketing,334.59,28713,1490,126,9093.84
2025-02-07,Affiliate Partners,637.35,36648,1716,103,7697.07
2025-02-08,Google Ads,1018.07,70090,2988,172,18528.45
2025-02-08,Meta Ads,1248.83,64196,2524,120,11699.76
2025-02-08,LinkedIn Ads,696.55,40666,2986,53,13542.28
2025-02-08,Email Marketing,235.11,21524,1307,90,7144.44
2025-02-08,Affiliate Partners,599.04,33596,1754,113,8035.96
2025-02-09,Google Ads,1943.98,177055,11460,580,86601.17
2025-02-09,Meta Ads,951.06,66445,2776,104,7708.1
2025-02-09,LinkedIn Ads,769.55,73271,3974,128,35768.17
2025-02-09,Email Marketing,216.09,12343,360,28,2384.81
2025-02-09,Affiliate Partners,667.56,44871,1330,88,6059.92
2025-02-10,Google Ads,1322.28,82161,6063,288,39877.38
2025-02-10,Meta Ads,992.64,55207,2841,137,13486.72
2025-02-10,LinkedIn Ads,843.27,48777,2139,44,12311.46
2025-02-10,Email Marketing,296.99,35003,2517,194,12604.75
2025-02-10,Affiliate Partners,530.79,32888,1977,122,12604.11
2025-02-11,Google Ads,1726.62,198658,10609,575,72578.21
2025-02-11,Meta Ads,799.34,83023,2592,109,9881.15
2025-02-11,LinkedIn Ads,886.94,64442,2933,81,17176.58
2025-02-11,Email Marketing,202.35,11743,665,52,3828.23
2025-02-11,Affiliate Partners,605.77,42527,2333,126,10810.15
2025-02-12,Google Ads,1480.18,129191,2985,146,21364.49
2025-02-12,Meta Ads,909.36,66894,1877,89,7388.15
2025-02-12,LinkedIn Ads,961.01,65180,3968,96,23893.52
2025-02-12,Email Marketing,265.39,27392,1526,118,8605.19
2025-02-12,Affiliate Partners,303.4,22579,1710,96,6051.91
2025-02-13,Google Ads,1260.93,136361,10622,564,73005.82
2025-02-13,Meta Ads,1289.08,149125,4604,165,17066.0
2025-02-13,LinkedIn Ads,703.36,38442,2478,54,13705.06
2025-02-13,Email Marketing,370.07,22124,1498,125,8686.98
2025-02-13,Affiliate Partners,630.53,40425,1205,75,5419.02
2025-02-14,Google Ads,1618.34,156272,8029,393,45946.46
2025-02-14,Meta Ads,1098.96,82552,5995,217,18954.6
2025-02-14,LinkedIn Ads,992.19,80109,3413,58,14072.7
2025-02-14,Email Marketing,275.52,22699,864,67,4432.54
2025-02-14,Affiliate Partners,602.21,39899,2951,173,13679.72
2025-02-15,Google Ads,2002.93,153970,8100,424,56441.93
2025-02-15,Meta Ads,1256.55,73109,5584,205,14750.16
2025-02-15,LinkedIn Ads,923.34,86738,3477,68,16503.05
2025-02-15,Email Marketing,320.31,29918,1555,121,7072.46
2025-02-15,Affiliate Partners,550.17,61933,4169,223,16314.28
2025-02-16,Google Ads,1362.19,91803,5933,302,38935.48
2025-02-16,Meta Ads,996.04,52139,2825,105,8799.53
2025-02-16,LinkedIn Ads,876.64,64823,4490,91,22707.09
2025-02-16,Email Marketing,320.02,18479,1308,99,7781.09
2025-02-16,Affiliate Partners,567.62,60059,1741,88,6565.29
2025-02-17,Google Ads,1206.37,79677,5046,259,31794.2
2025-02-17,Meta Ads,1408.71,138865,7299,390,37146.33
2025-02-17,LinkedIn Ads,1016.9,68768,2801,55,13671.24
2025-02-17,Email Marketing,193.28,15914,1222,86,5916.03
2025-02-17,Affiliate Partners,779.53,47344,2612,145,13590.97
2025-02-18,Google Ads,2233.73,114518,8282,391,46235.17
2025-02-18,Meta Ads,1231.01,141872,7648,281,32619.26
2025-02-18,LinkedIn Ads,876.96,87263,2543,59,16371.81
2025-02-18,Email Marketing,313.43,28315,1597,134,10348.95
2025-02-18,Affiliate Partners,791.18,91306,6896,426,36596.36
2025-02-19,Google Ads,1346.64,109829,2942,118,13666.38
2025-02-19,Meta Ads,1213.37,110889,4872,215,19192.31
2025-02-19,LinkedIn Ads,975.07,52491,2105,37,9220.92
2025-02-19,Email Marketing,239.27,20964,1576,139,12329.77
2025-02-19,Affiliate Partners,401.42,29802,1216,72,6787.57
2025-02-20,Google Ads,1399.26,91962,4335,208,19643.92
2025-02-20,Meta Ads,1600.57,95809,2930,103,11684.66
2025-02-20,LinkedIn Ads,368.5,42023,1754,41,10100.32
2025-02-20,Email Marketing,296.74,26897,1558,122,12024.57
2025-02-20,Affiliate Partners,567.73,31778,2536,172,19484.45
2025-02-21,Google Ads,1168.04,99463,5542,272,33846.15
2025-02-21,Meta Ads,1203.34,77848,5751,186,20860.65
2025-02-21,LinkedIn Ads,796.14,51239,1611,30,7597.55
2025-02-21,Email Marketing,298.03,26685,638,47,2874.85
2025-02-21,Affiliate Partners,534.79,55771,2632,146,10348.75
2025-02-22,Google Ads,704.71,55004,2947,139,15536.86
2025-02-22,Meta Ads,1461.96,88984,2751,121,8884.67
2025-02-22,LinkedIn Ads,574.8,54651,2433,63,16900.97
2025-02-22,Email Marketing,253.33,13116,385,29,1717.71
2025-02-22,Affiliate Partners,712.28,36965,1231,72,7034.1
2025-02-23,Google Ads,1881.47,124506,7509,382,42796.14
2025-02-23,Meta Ads,1074.12,102784,3524,149,10946.38
2025-02-23,LinkedIn Ads,878.3,50028,1730,49,12550.33
2025-02-23,Email Marketing,342.66,37046,1623,127,7292.49
2025-02-23,Affiliate Partners,653.31,63218,2041,113,9946.52
2025-02-24,Google Ads,1677.93,85423,2146,120,13252.85
2025-02-24,Meta Ads,1125.71,72666,1568,66,3873.84
2025-02-24,LinkedIn Ads,852.18,67748,4983,110,27448.75
2025-02-24,Email Marketing,224.93,24117,976,73,4084.53
2025-02-24,Affiliate Partners,515.48,47073,1698,96,8100.76
2025-02-25,Google Ads,1077.46,100947,4498,220,19013.84
2025-02-25,Meta Ads,700.34,49452,3803,111,8979.57
2025-02-25,LinkedIn Ads,1071.43,110842,3148,85,17746.93
2025-02-25,Email Marketing,297.74,33531,2279,176,10930.71
2025-02-25,Affiliate Partners,732.4,58419,1247,83,6160.65
2025-02-26,Google Ads,1592.34,150226,5329,276,33704.8
2025-02-26,Meta Ads,789.56,47180,3307,97,9847.74
2025-02-26,LinkedIn Ads,802.95,49796,1809,47,12108.33
2025-02-26,Email Marketing,320.85,16455,1231,122,4726.07
2025-02-26,Affiliate Partners,623.5,43136,2297,157,11883.06
2025-02-27,Google Ads,1206.49,115339,8048,413,49278.05
2025-02-27,Meta Ads,1261.45,116098,6954,263,21422.01
2025-02-27,LinkedIn Ads,957.23,59612,4462,118,26814.6
2025-02-27,Email Marketing,189.55,16362,373,31,1976.47
2025-02-27,Affiliate Partners,446.45,27519,1768,96,7031.98
2025-02-28,Google Ads,1556.03,104525,4531,255,28552.34
2025-02-28,Meta Ads,1018.71,71522,2956,123,9721.39
2025-02-28,LinkedIn Ads,643.86,57720,2803,80,20822.61
2025-02-28,Email Marketing,363.22,35034,2669,238,16033.24
2025-02-28,Affiliate Partners,497.0,25934,926,58,4725.32
2025-03-01,Google Ads,1710.09,156739,3618,204,22280.37
2025-03-01,Meta Ads,1814.42,133173,8823,385,33525.62
2025-03-01,LinkedIn Ads,784.63,45086,1104,27,6787.16
2025-03-01,Email Marketing,297.9,29250,1348,109,7439.97
2025-03-01,Affiliate Partners,812.5,54638,3778,230,23844.51
2025-03-02,Google Ads,1689.72,116675,6465,355,47228.25
2025-03-02,Meta Ads,1433.41,107890,2750,103,7896.12
2025-03-02,LinkedIn Ads,788.09,49617,2605,77,20261.83
2025-03-02,Email Marketing,337.24,37469,2395,209,12736.52
2025-03-02,Affiliate Partners,667.17,65689,4660,274,15181.72
2025-03-03,Google Ads,1824.23,123093,6076,291,39270.03
2025-03-03,Meta Ads,1303.11,81627,4414,166,16534.79
2025-03-03,LinkedIn Ads,833.23,95058,2094,50,12743.04
2025-03-03,Email Marketing,235.14,26971,2110,156,11119.39
2025-03-03,Affiliate Partners,726.38,84331,4086,184,14204.17
2025-03-04,Google Ads,1508.5,109120,7609,318,43912.59
2025-03-04,Meta Ads,1207.14,63484,3540,155,15035.01
2025-03-04,LinkedIn Ads,730.48,40458,2499,81,19097.07
2025-03-04,Email Marketing,281.45,20768,1318,116,9742.01
2025-03-04,Affiliate Partners,577.58,50690,3418,201,19503.89
2025-03-05,Google Ads,1368.08,98929,5693,253,27230.97
2025-03-05,Meta Ads,1264.09,83818,1799,66,5416.31
2025-03-05,LinkedIn Ads,942.34,104512,2223,43,11538.89
2025-03-05,Email Marketing,304.94,35291,2397,188,14154.06
2025-03-05,Affiliate Partners,727.86,87237,3580,204,10748.95
2025-03-06,Google Ads,1344.81,112414,6480,332,30316.97
2025-03-06,Meta Ads,1538.24,170987,13515,535,37169.27
2025-03-06,LinkedIn Ads,728.72,57929,3722,130,34277.16
2025-03-06,Email Marketing,387.2,25832,687,55,4892.56
2025-03-06,Affiliate Partners,438.67,31031,1055,58,5112.83
2025-03-07,Google Ads,1224.4,64827,1366,69,8553.26
2025-03-07,Meta Ads,1191.68,91643,5569,258,26054.74
2025-03-07,LinkedIn Ads,837.47,54668,4209,111,24994.61
2025-03-07,Email Marketing,359.06,41698,2003,150,10223.9
2025-03-07,Affiliate Partners,574.32,53376,1602,96,6052.51
2025-03-08,Google Ads,1549.94,143433,7280,451,64378.41
2025-03-08,Meta Ads,1318.19,87194,2667,114,10383.18
2025-03-08,LinkedIn Ads,700.3,73230,3002,71,16736.21
2025-03-08,Email Marketing,266.67,14413,1126,90,6647.97
2025-03-08,Affiliate Partners,770.46,76060,2223,119,10116.5
2025-03-09,Google Ads,1328.78,142322,4763,234,21383.6
2025-03-09,Meta Ads,1248.7,114263,6262,223,18686.49
2025-03-09,LinkedIn Ads,557.48,31444,2284,78,20151.17
2025-03-09,Email Marketing,263.23,29537,2284,167,12907.52
2025-03-09,Affiliate Partners,553.48,61075,4187,218,20980.4
2025-03-10,Google Ads,1697.56,95214,4237,201,23837.69
2025-03-10,Meta Ads,1682.45,128014,4555,212,14986.82
2025-03-10,LinkedIn Ads,794.7,44243,1469,26,6272.4
2025-03-10,Email Marketing,407.67,39881,979,83,3918.41
2025-03-10,Affiliate Partners,598.03,50019,2778,127,9300.54
2025-03-11,Google Ads,1856.52,199998,8173,431,59479.69
2025-03-11,Meta Ads,1363.65,93672,6811,256,21460.12
2025-03-11,LinkedIn Ads,1095.47,115922,6898,212,47054.22
2025-03-11,Email Marketing,349.23,34511,2098,163,11875.59
2025-03-11,Affiliate Partners,660.87,61661,4018,250,18088.22
2025-03-12,Google Ads,1449.86,106504,6881,345,28522.91
2025-03-12,Meta Ads,1235.21,75660,5226,191,18489.3
2025-03-12,LinkedIn Ads,804.6,40589,1510,30,7526.54
2025-03-12,Email Marketing,376.71,35103,2768,227,14723.62
2025-03-12,Affiliate Partners,436.82,41226,2160,131,8588.23
2025-03-13,Google Ads,1723.88,180298,4763,233,30092.71
2025-03-13,Meta Ads,1259.85,147918,5992,244,19813.3
2025-03-13,LinkedIn Ads,1052.39,99223,7533,196,51100.95
2025-03-13,Email Marketing,273.21,19416,1213,84,7340.43
2025-03-13,Affiliate Partners,623.29,34103,1873,109,9415.68
2025-03-14,Google Ads,1858.51,98876,7147,400,39769.96
2025-03-14,Meta Ads,834.44,98583,7702,280,23988.1
2025-03-14,LinkedIn Ads,710.57,73244,1572,33,9108.79
2025-03-14,Email Marketing,322.63,16631,655,49,3021.67
2025-03-14,Affiliate Partners,787.86,77077,3603,219,13570.94
2025-03-15,Google Ads,1480.27,102366,8171,392,48906.63
2025-03-15,Meta Ads,852.48,52387,3546,135,11960.89
2025-03-15,LinkedIn Ads,448.19,44172,1468,32,7273.05
2025-03-15,Email Marketing,314.63,30146,1097,89,8572.84
2025-03-15,Affiliate Partners,532.31,62046,1803,108,9004.93
2025-03-16,Google Ads,1695.06,134555,7846,419,42302.26
2025-03-16,Meta Ads,1176.2,91545,3337,161,14978.62
2025-03-16,LinkedIn Ads,792.71,89248,3016,100,23900.45
2025-03-16,Email Marketing,314.6,20423,446,39,3183.47
2025-03-16,Affiliate Partners,449.82,49706,2405,150,12526.56
2025-03-17,Google Ads,1933.13,227671,7087,345,47612.75
2025-03-17,Meta Ads,1282.25,133308,9423,383,23169.18
2025-03-17,LinkedIn Ads,873.08,90164,5191,100,24721.23
2025-03-17,Email Marketing,311.79,32974,1612,131,9058.8
2025-03-17,Affiliate Partners,685.08,39879,1097,72,3652.81
2025-03-18,Google Ads,1297.08,83060,4111,208,19287.9
2025-03-18,Meta Ads,1632.23,88947,4884,213,18868.2
2025-03-18,LinkedIn Ads,934.5,67027,3171,85,20148.55
2025-03-18,Email Marketing,260.84,13254,322,27,2311.9
2025-03-18,Affiliate Partners,545.72,50207,1882,118,9210.75
2025-03-19,Google Ads,772.84,76239,5459,288,31506.22
2025-03-19,Meta Ads,967.93,64795,5131,227,26046.48
2025-03-19,LinkedIn Ads,792.37,47521,2372,71,16972.97
2025-03-19,Email Marketing,390.2,34796,716,58,2934.97
2025-03-19,Affiliate Partners,705.28,51381,2623,164,14228.48
2025-03-20,Google Ads,1425.85,74606,1843,74,7590.42
2025-03-20,Meta Ads,1036.32,80610,2254,86,7351.89
2025-03-20,LinkedIn Ads,1087.63,115333,3691,69,17652.59
2025-03-20,Email Marketing,338.45,20890,548,44,2951.78
2025-03-20,Affiliate Partners,767.92,40094,3054,171,16369.93
2025-03-21,Google Ads,1777.39,95335,5002,291,32809.25
2025-03-21,Meta Ads,1367.57,136738,9312,343,33397.26
2025-03-21,LinkedIn Ads,862.96,63653,4385,101,25038.81
2025-03-21,Email Marketing,379.04,30953,1814,151,6245.31
2025-03-21,Affiliate Partners,623.71,54168,3461,230,18650.75
2025-03-22,Google Ads,1304.57,144840,4801,230,27292.14
2025-03-22,Meta Ads,1083.87,128232,5156,205,13126.56
2025-03-22,LinkedIn Ads,883.65,84927,4237,137,34334.92
2025-03-22,Email Marketing,265.58,23603,1490,122,10281.34
2025-03-22,Affiliate Partners,604.56,38672,2351,129,11236.17
2025-03-23,Google Ads,1536.01,84563,1846,89,11810.44
2025-03-23,Meta Ads,1138.23,126092,8023,235,20800.69
2025-03-23,LinkedIn Ads,533.03,54363,2475,54,13850.13
2025-03-23,Email Marketing,226.45,26978,604,49,2909.89
2025-03-23,Affiliate Partners,424.28,46963,2569,144,11280.96
2025-03-24,Google Ads,2005.18,168568,12205,555,73609.51
2025-03-24,Meta Ads,1089.87,123208,5581,212,9835.78
2025-03-24,LinkedIn Ads,904.37,102976,3361,77,18050.48
2025-03-24,Email Marketing,205.42,19228,1113,79,4063.65
2025-03-24,Affiliate Partners,524.93,52549,3917,237,23683.32
2025-03-25,Google Ads,1618.74,101297,3469,178,19740.64
2025-03-25,Meta Ads,1193.87,80354,5805,245,20362.84
2025-03-25,LinkedIn Ads,987.64,80167,4079,87,20243.56
2025-03-25,Email Marketing,368.93,22669,985,70,4490.58
2025-03-25,Affiliate Partners,391.23,46110,1636,99,7776.51
2025-03-26,Google Ads,1111.6,115765,3224,154,16295.33
2025-03-26,Meta Ads,1478.6,174308,8232,354,24866.03
2025-03-26,LinkedIn Ads,812.29,59776,4168,120,28196.01
2025-03-26,Email Marketing,223.02,17877,624,47,2255.92
2025-03-26,Affiliate Partners,780.09,48126,1446,83,7854.26
2025-03-27,Google Ads,1755.07,92258,5921,311,41884.34
2025-03-27,Meta Ads,1122.81,122489,8370,356,26146.4
2025-03-27,LinkedIn Ads,1132.28,103008,7426,173,41225.38
2025-03-27,Email Marketing,284.46,19594,458,39,2029.88
2025-03-27,Affiliate Partners,576.44,50254,3829,246,22975.0
2025-03-28,Google Ads,1719.79,124050,6256,370,42126.24
2025-03-28,Meta Ads,1180.63,62467,1805,78,9689.53
2025-03-28,LinkedIn Ads,946.61,77462,3945,86,19519.8
2025-03-28,Email Marketing,320.79,27016,1621,114,9198.74
